1969,1980,1972,1928-29,1989,1959,2000,1992,1946,1922-23,1932-33,1983,1998,1914-15,1912-13,1987,1926-27,1945,1979,1963,1905-06,1978,1988,1931-32,1955,1975,1907-08,1962,1948,1921-22,1973,1960,1918-19,1925-26,1954,1909-10,1964,1997,1956,1951,1966,2006,1920-21,1942,1944,1910-11,2001,1923-24,1906-07,1943,1904-05,1933-34,1913-14,1976,1993,borough,1991,1994,1924-25,1967,1974,1981,1940,1950,1968,station,1919-20,1929-30,1953,1917-18,1985,1937-38,2002,1936-37,1947,1952,1986,1977,1911-12,1958,1996,1982,1984,1957,1935-36,2003,1938-39,1965,1971,1934-35,1916-17,1930-31,2004,1927-28,1908-09,2005,1961,1999,1995,1970,1949,1915-16,1941,1990
9713934,7943721,7390158,0,8343082,7679387,8972244,7311291,7284562,0,0,8336372,6485663,0,0,8371061,0,6340201,8324240,9210143,0,7939398,8362620,0,7326325,7236005,0,9306131,7510480,0,7619857,7967811,0,0,7228681,0,9287107,7547442,7230744,7516053,8618092,6989592,0,5474845,5708751,0,8278472,0,0,5445740,0,1379630,0,7190734,7366328,1,7466219,7816919,0,9192418,7701115,8239891,7040378,7261948,9638504,136,0,0,7437499,0,8399308,5333508,7041443,3687068,7445580,7636136,8442382,7533661,0,7453646,8348503,8321114,8633192,7079493,2811954,6479282,6134852,9135587,7933082,2222919,0,0,6519352,0,0,6789453,8650749,7476721,7833117,8981508,7257209,0,5681137,8044005
1504288,1555185,1587336,0,1311778,0,2360527,1474506,0,0,0,1378425,2209971,0,0,773796,0,0,1601398,0,0,1500483,769053,0,0,1624944,0,0,0,0,1625968,0,0,0,0,0,0,1966491,0,0,0,4249311,0,0,0,0,1861664,0,0,0,0,0,0,1553450,1598677,1,1421056,1780405,0,0,1656373,1590758,0,0,563531,137,0,0,0,0,1075055,0,3326682,0,0,0,877580,1450785,0,0,1748483,1497304,1280345,0,0,3734712,0,0,1502944,0,0,0,4075504,0,0,4218995,0,2425058,1429833,1510334,0,0,0,1418020
0,0,0,0,76051,0,1094631,896276,0,0,0,0,461268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277586,0,0,0,3741511,0,0,0,0,1239510,0,0,0,0,0,0,0,1020916,1,787436,1158183,0,0,0,0,0,0,0,138,0,0,0,0,0,0,2970038,0,0,0,0,0,0,0,1230943,0,0,0,0,3506703,0,0,0,0,0,0,3665329,0,0,3695168,0,653679,1125039,0,0,0,0,622423
0,0,0,0,134361,0,1371388,1087465,0,0,0,0,1212582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216701,0,0,0,1927373,0,0,0,0,1425557,0,0,0,0,0,0,0,1204189,1,1044443,1276672,0,0,0,0,0,0,0,139,0,0,0,0,0,0,1588381,0,0,0,0,0,0,0,1202183,0,0,0,0,1596306,0,0,0,0,0,0,1648937,0,0,1629783,0,1285574,1201827,0,0,0,0,924438
1793931,1152860,1357666,0,851847,1851615,2046939,973057,3721383,0,999910,1120108,1688084,0,0,835262,0,3494360,1195858,1746458,0,1177230,846300,0,2037770,1191473,0,1895709,3404082,0,1290474,1833258,0,0,2140528,0,1709705,1449118,2033999,2596427,1615855,2377265,0,3574977,3381050,0,2165933,0,0,3535671,0,1799762,0,1123618,1105411,1,903279,1309440,0,1705385,1255694,1201682,3050766,2801993,1793532,140,0,0,2432006,0,985573,2565285,2182889,2395292,3658078,2493026,895468,1104685,0,1912845,1409121,1140859,1048997,1953682,2217562,2140202,2730686,1708207,1504012,2053202,0,0,2229597,0,0,2264805,1798404,1925022,1365714,1651471,2993062,0,3635152,950724
2280151,1549934,1778964,0,1325098,2342050,3136839,1367378,3976789,0,969056,1489544,2182199,0,0,1297358,0,3750570,1665774,2387724,0,1587477,1307008,0,2487326,1603161,0,2518696,3761343,0,1693145,2381313,0,0,2589696,0,2313359,1929104,2512746,2990654,2079781,3516638,0,3553536,3615186,0,3181389,0,0,3578640,0,1704957,0,1467727,1474379,1,1291488,1699591,0,2182099,1667399,1567952,3036548,3161789,2231520,141,0,0,2822805,0,1357710,2510768,3173576,2349038,3928322,2953725,1327240,1473573,0,2384849,1862400,1496175,1437336,2402805,2185017,3121581,2690842,2283500,1895036,1842503,0,0,3200841,0,0,3264832,2375708,2269461,1865504,2041507,3313149,0,3503806,1359881
2056112,1560164,1673730,0,1241647,2967072,2635442,1444653,4950031,0,1398236,1434232,2226072,0,0,1218042,0,4714513,1631245,2617523,0,1596010,1209426,0,3161856,1662281,0,2870179,4681938,0,1636402,2942270,0,0,3248971,0,2491165,1796054,3198283,3809958,2101079,3042897,0,4583922,4536719,0,2804933,0,0,4572894,0,2463521,0,1566832,1575500,1,1243349,1699584,0,2122180,1689418,1596769,3914224,4018724,2093137,142,0,0,3612042,0,1296462,3282380,2815252,3125846,4856356,3718519,1256035,1507338,0,2973870,1771916,1489597,1341113,3049057,3022544,2777808,3535475,2345369,1806765,2849378,0,0,2881330,0,0,2917436,2814175,2537278,1760440,1866825,4213435,0,4469993,1322296
1652699,1400437,1502944,0,984728,1727622,2107628,1116517,4331750,0,1220299,1299288,1803103,0,0,1020124,0,4013667,1467915,1767858,0,1473673,1000157,0,2413047,1468422,0,2029800,4034289,0,1505888,1707253,0,0,2670133,0,1553086,1536809,2281555,3321126,1364384,2317801,0,3873627,3830548,0,2216182,0,0,3885465,0,1928484,0,1411744,1201653,1,1042762,1331962,0,1463100,1541897,1447584,3445760,3449673,1540277,143,0,0,3087226,0,1152191,2817948,2265763,2674537,4266879,3237404,1068131,1399109,0,1754637,1474808,1352207,1214557,2069958,2463051,2162723,3068078,1491921,1556247,2290144,0,0,2176470,0,0,2193942,1822233,1987730,1424667,1573567,3590501,0,3884717,1061426
1033852,717608,900932,0,621908,1391367,1312778,683135,2495195,0,823414,722717,1071782,0,0,706183,0,2272481,720402,1246991,0,722289,669564,0,1335062,801788,0,1351740,2446522,0,876076,1375140,0,0,1799211,0,1221188,908675,1223126,2181602,1008429,1485229,0,2319362,2172097,0,1360123,0,0,2218017,0,1288935,0,730075,730934,1,654817,806275,0,1018494,845903,748460,2051962,2235882,1023132,144,0,0,2172010,0,700066,1714087,1396846,1654948,2554520,2182608,698516,715178,0,1298131,894268,716475,711842,1160402,1598860,1377254,1886079,1146493,966734,1435051,0,0,1381689,0,0,1399593,1332902,1193058,865646,987165,2323391,0,2333138,673132
1757279,693955,1348660,0,714512,2252999,1586764,844465,3846725,0,1142540,653671,1540169,0,0,604658,0,3503160,710055,2067147,0,720055,644165,0,2416201,1021556,0,2218315,3548575,0,1238675,2202207,0,0,2518226,0,1972806,1167040,2456207,3052163,1717521,1847042,0,3211741,3303890,0,1678898,0,0,3299135,0,1897190,0,881134,907079,1,775017,1044992,0,1731020,1166361,699200,2989018,3131340,1727602,145,0,0,2861161,0,623855,2507298,1682946,2407385,3780533,2945965,592482,771788,0,2298822,1172166,653697,633277,2400645,2309011,1694386,2697699,1868830,1523422,2183937,0,0,1744293,0,0,1748294,2150639,1512217,1108846,1668749,3267018,0,3310845,748379
1796947,713557,1296602,0,381913,2751572,1269783,434769,5737224,0,1384890,613445,1286814,0,0,382173,0,5306741,757208,2476678,0,696084,405399,0,3136856,1023375,0,2696086,5072362,0,1220493,2712698,0,0,3256952,0,2338153,804906,3107390,4088718,1931845,1618478,0,4470832,4957948,0,1384208,0,0,4889276,0,2135924,0,882467,517165,1,354988,628458,0,1894292,1236520,711840,3847922,4238959,1820268,146,0,0,3745728,0,475554,3045059,1462264,2835649,5533874,3948457,409224,738465,0,2810412,761856,661175,515375,2973801,2590208,1411950,3341900,2218566,1484012,2358464,0,0,1426822,0,0,1497769,2650188,1213099,733197,1593608,4463721,0,4434505,331090
6465594,3849013,5085372,0,3010205,8845719,5671806,3154808,14889922,0,2945777,3865484,5006576,0,0,3290387,0,13756440,3956446,8231828,0,3898438,3250053,0,8893903,4500604,0,8696902,13217954,0,4852284,8699190,0,0,9193636,0,7820090,3785629,9060361,10985239,6699546,7168304,0,11443134,12821947,0,6131145,0,0,12586892,0,5481499,0,4115270,3490090,1,2771632,3767677,0,6678368,4768228,4142072,9584909,11367752,6574009,147,0,0,10529413,0,3449764,8355271,6453174,7876794,14402624,10730340,3291030,3836792,0,8922535,3736737,3928184,3571538,9048213,7045339,6377256,8777133,7438979,5535539,6410949,0,0,6551212,0,0,6672225,8518533,5124357,3776891,5812239,11852535,0,10813039,2774589
1536135,657604,1098311,0,366990,2581661,1019762,394617,5907994,0,1124752,553488,1058949,0,0,429676,0,5637299,687685,2223044,0,714697,402170,0,3148107,889365,0,2481771,5256183,0,1012912,2493156,0,0,3391756,0,2072974,541177,3040510,4555818,1714281,1274966,0,4885011,5570747,0,1103285,0,0,5416320,0,1968680,0,808682,436733,1,373656,493573,0,1639672,965979,681827,3973666,4696187,1567406,148,0,0,4045775,0,455260,3080252,1151802,2918616,5646620,4296368,452556,743351,0,2678460,555541,600554,492588,2877136,2552566,1052309,3394776,1954577,1229896,2306502,0,0,1100099,0,0,1154615,2421622,996199,536287,1332076,4884220,0,4724003,357301
5332907,3562460,4410465,0,3339615,7176132,5102824,3119381,11747041,0,2656097,3995255,4668128,0,0,3751826,0,10797744,3582963,6392194,0,3508276,3631058,0,7786970,3944477,0,6920150,10759539,0,4291618,6935897,0,0,8081609,0,6159514,3782570,7707230,9359249,5527939,5877424,0,9105215,10310134,0,5288463,0,0,9969791,0,4469848,0,3670295,3336052,1,3057007,3618448,0,5544928,4162767,3800499,7385129,9593381,5441971,149,0,0,8933011,0,3869877,6376601,5442821,6093764,11527156,9156593,3771064,3497515,0,7324258,3766429,3807738,3892812,7515523,5540255,5284515,6669922,5995539,4659191,5100641,0,0,5425628,0,0,5492501,6757870,4860399,3775067,4850948,9852470,0,8650994,3133512
1209324,545392,946684,0,374739,1528511,652807,410737,3718669,0,1324162,496837,579005,0,0,407702,0,3584913,567240,1423013,0,593382,387180,0,1801523,754347,0,1557489,3029036,0,880670,1513530,0,0,1925708,0,1326196,486019,1769353,2442461,1147476,688479,0,3146698,3453528,0,702040,0,0,3253449,0,2126111,0,669373,437483,1,374209,479173,0,1188441,823235,552976,3239868,2611077,1210818,150,0,0,2175033,0,430055,2902436,711887,2818280,3526629,2285954,407359,592935,0,1586528,475754,511278,460759,1683932,2643422,646527,3052759,1262032,1031532,2465954,0,0,658036,0,0,663161,1457481,619984,488341,1116665,2715795,0,3182251,368642
1567766,969308,1335846,0,586047,1896978,1039680,642928,3880994,0,1369132,883358,835760,0,0,705916,0,3563833,1004269,1764677,0,997810,627797,0,2053238,1116440,0,1943778,3436928,0,1249192,1875739,0,0,2188525,0,1658992,714831,2012797,2776294,1458864,1082128,0,3420061,3546072,0,1112003,0,0,3465480,0,2545407,0,1045025,690598,1,602858,756700,0,1516612,1188224,973586,3689361,2980608,1551802,151,0,0,2515534,0,778984,3502608,1142295,3384026,3700973,2630854,730798,975779,0,1902975,740180,892939,844813,1942716,3197789,1082718,3625607,1602498,1415132,2991482,0,0,1093788,0,0,1071437,1878501,916375,755973,1483100,3118384,0,3432119,508623
6571070,3943211,5089316,0,2946042,6771297,3471691,2474744,8933699,0,3049471,3802326,3022974,0,0,3283125,0,8941770,4205859,6864537,0,4185155,3193060,0,7910892,4451434,0,6002434,8542207,0,4835660,6305652,0,0,8044760,0,6351605,2703827,7686472,9244616,5624022,3747567,0,8845687,9187169,0,3610217,0,0,9311701,0,5414777,0,4190789,2527803,1,2536652,2687520,0,6497750,4730573,3921241,7807128,8903592,6637825,152,0,0,8645798,0,3427916,7585905,3627239,7625071,8762917,9070334,3333035,4012314,0,6922733,2702596,3736701,3582584,7414388,6866263,3551952,7619406,6100452,5444158,6047396,0,0,3654664,0,0,3702136,6146356,3316917,2757357,5967335,8407513,0,8180252,2696266
2601572,2139747,2273496,0,1953308,3323911,2916181,1825185,5914906,0,2307453,2141788,2569519,0,0,2051656,0,5679322,2156718,3008180,0,2062727,2051342,0,3834190,2142975,0,3243023,5220956,0,2220449,3227413,0,0,3934972,0,2860923,2266030,3803804,4368081,2542499,3044053,0,5691443,5717819,0,2935632,0,0,5829379,0,3295008,0,2050702,1980445,1,1845938,2128921,0,2612096,2229630,2182678,4904537,4509396,2623157,153,0,0,4215344,0,2126857,4354124,2962847,4028983,5617454,4307649,2135835,2002364,0,3466166,2186090,2099896,2135658,3639017,3759951,2975335,4584774,2735491,2343551,3562453,0,0,2991922,0,0,2989759,3201483,2875035,2174899,2407912,4693415,0,5319228,1912068
1134572,912642,973000,0,788803,1255335,1171420,718551,1931006,0,493332,925318,1002048,0,0,860972,0,1863990,923958,1235244,0,905853,864948,0,1361177,937789,0,1298426,1626129,0,951892,1238816,0,0,1372013,0,1200051,862945,1384828,1443732,1089199,1243455,0,1872581,1914299,0,1238462,0,0,1965387,0,797376,0,894880,750404,1,728661,825570,0,1121130,971396,956649,1549002,1440297,1132805,154,0,0,1497796,0,898087,1336482,1249875,1206947,1791823,1540548,912435,873363,0,1286049,851779,918393,891397,1335072,1085569,1273651,1493357,1164440,999001,959682,0,0,1249474,0,0,1235715,1243897,1072726,848799,1039879,1482047,0,1706454,762161
1904311,1626065,1665079,0,1401834,2329990,1865413,1310542,3718963,0,1833268,1752055,1701977,0,0,1534118,0,3592162,1673892,2150286,0,1595736,1550069,0,2561699,1612130,0,2325890,3383161,0,1638302,2279205,0,0,2661080,0,2076916,1519278,2539200,3022618,1892940,1838297,0,3742049,3640350,0,1919364,0,0,3740972,0,2882375,0,1555741,1406088,1,1305647,1540193,0,1952563,1654050,1723812,3500748,3061050,1916287,155,0,0,2853816,0,1631268,3572763,1921091,3544255,3566210,2948381,1610065,1519123,0,2381339,1510789,1694353,1643605,2459699,3451428,1860921,3580095,2032872,1704494,3087758,0,0,1873674,0,0,1866627,2275747,1775706,1547542,1749799,3133900,0,3610061,1349752
2615887,2012474,2064761,0,1566120,3433190,2267116,1372220,4569914,0,1808348,2157454,1776515,0,0,1775149,0,3982607,2058108,2910884,0,2010643,1748618,0,3806959,2009763,0,2673700,4409028,0,2068820,3318600,0,0,3801429,0,2876926,1542969,3825699,4022960,2739933,2507375,0,4290753,3903350,0,2407026,0,0,4185166,0,2882434,0,1933156,1465342,1,1393101,1589172,0,2801768,2184267,2121181,3735056,4055189,2745884,156,0,0,3864988,0,2034220,3278935,2411598,3091836,4560766,4070291,1963222,1920060,0,3552633,1539392,2090867,2069095,3659858,2804081,2347370,3397598,2867155,2140788,2568581,0,0,2396624,0,0,2512512,2919120,1992731,1590793,2318588,4114930,0,3949594,1487063
1429624,875549,1139560,0,659526,1144537,1020074,624923,1904503,0,0,856432,941841,0,0,765359,0,1737505,922744,1781951,0,898760,749060,0,1623951,994718,0,1808984,1660481,0,1108399,1266226,0,0,1856329,0,1078420,732336,1511628,1705758,965134,1138763,0,1668764,1555998,0,1037764,0,0,1538672,0,573892,0,920557,686584,1,625452,713792,0,967483,1063209,926863,1222634,1418227,1160875,157,0,0,1772670,0,687966,1068101,1098713,993619,1958038,1799566,736445,896005,0,1450131,728832,875974,738824,1465683,726714,1096009,1054068,1014315,1191960,778605,0,0,1087830,0,0,1088096,1313112,972596,747117,1274954,1515388,0,1547183,579253
3420497,1733486,2865435,0,1571508,3892183,2367519,1480367,6724740,0,0,1680298,2089530,0,0,1587511,0,6318780,1916498,3783555,0,1947081,1628030,0,4380040,2443704,0,3926030,6269712,0,2734863,3879541,0,0,4412398,0,3667816,1792762,4346540,5372096,3279646,2782661,0,6028294,6142885,0,2446398,0,0,6107025,0,3231794,0,2195235,1616636,2,1439160,1764360,0,3396347,2640696,1745825,5846135,5693043,3389462,158,0,0,4734089,0,1636185,5206550,2520038,4808270,6569696,5152423,1594408,1986185,0,3982060,1794218,1655126,1682368,4120485,4351041,2582380,5485725,3588699,3071994,3954543,0,0,2990133,0,0,2719646,3876053,2283831,1783371,3209778,5803522,0,5931821,1433752
2591211,1349401,2227713,0,1082783,3227127,1720421,1078928,6169520,0,0,1251837,1556528,0,0,1123874,0,5750066,1458818,3017838,0,1547603,1130849,0,3622993,2028006,0,3171773,5665656,0,2203109,3171661,0,0,3680147,0,2917723,1304526,3614194,4635578,2629305,1939039,0,5909502,5691232,0,1780736,0,0,5878408,0,3068142,0,1841034,1191314,2,1028334,1276203,0,2655425,2161487,1359511,5391577,4962427,2573865,159,0,0,4055548,0,1176802,4677104,1799016,4557224,6042628,4407862,1147272,1626393,0,3323952,1282556,1236831,1207747,3410428,4181041,1852171,4817774,2882700,2337688,3773555,0,0,2153603,0,0,1886181,3117992,1671994,1275833,2411762,5190029,0,5684239,1049300
1866561,1098358,1570974,0,955833,2088300,1432213,897856,3995169,0,0,1036471,1238426,0,0,951234,0,3766873,1194261,2086310,0,1223358,957930,0,2643885,1419207,0,2161580,3739239,0,1530132,2082694,0,0,2683500,0,2000926,1092813,2574150,3077907,1777846,1441796,0,3806966,3749825,0,1403031,0,0,3816064,0,1679070,0,1329085,1032869,2,856972,1100727,0,1838014,1501034,1100893,3541890,3245790,1821787,160,0,0,2849115,0,1007498,3039641,1410738,2817727,3904150,2960253,976153,1205535,0,2181981,1143148,1037864,1042501,2274979,2502840,1428349,3223029,1952504,1661864,2172987,0,0,1602542,0,0,1430258,2072393,1352788,1112626,1745860,3388661,0,3771018,927761
3121655,1845471,2562728,0,1627670,4321577,1971077,1464237,7281313,0,0,1948997,1945230,0,0,1733909,0,6665694,1968162,4072991,0,2021930,1672611,0,4815284,2375879,0,4330256,6832758,0,2571594,4344143,0,0,4757897,0,3822030,1631669,4782343,5837814,3248710,2796937,0,6266627,6572275,0,2243693,0,0,6547889,0,2471051,0,2173866,1550809,2,1559149,1641138,0,3197132,2535588,1928489,5413442,6034375,3079678,161,0,0,5114237,0,1856097,4546431,2322413,4204666,7112763,5497009,1782820,2062460,0,4402125,1614700,1876126,1933570,4544493,3765488,2370607,4812507,3629098,2741372,3282039,0,0,2470037,0,0,2522862,4344173,1982569,1652289,2922910,6266192,0,6050382,1522375
1779729,1134503,1432549,0,1056657,2285991,1399156,945832,4157060,0,0,1175748,1232006,0,0,1088841,0,3915306,1235780,2186718,0,1224497,1092360,0,2475811,1358789,0,2306109,3800852,0,1415993,2289800,0,0,2517298,0,2069628,1080819,2491453,3115858,1816545,1476142,0,4040507,3902769,0,1398521,0,0,4038643,0,1823309,0,1279542,1015532,2,887514,1077243,0,1836014,1422774,1160200,3752962,3291722,1779947,162,0,0,2831780,0,1141473,3322547,1440142,2968499,4004924,2971893,1096927,1189103,0,2321451,1097007,1151623,1177166,2366373,2661943,1457899,3445679,2027950,1600883,2290364,0,0,1526109,0,0,1437260,2274020,1375101,1117069,1659994,3454883,0,3883382,975436
3419583,2554483,2846193,0,2279745,4258391,3055844,2064373,7781896,0,0,2712133,2712605,0,0,2364214,0,6990445,2640645,4205375,0,2568211,2319894,0,4619113,2763175,0,4500978,7256133,0,2902881,4318003,0,0,4602372,0,3971974,2391824,4676662,5984875,3396314,3585680,0,6809139,6845917,0,3164601,0,0,7009772,0,3238274,0,2549016,2210827,2,2094376,2492098,0,3427212,2898549,2661245,6184526,6344809,3385873,163,0,0,5156981,0,2543885,5495734,3155010,5160463,7639704,5607791,2475109,2454017,0,4388478,2504335,2624585,2791787,4416455,4847928,3166411,5831459,3820826,2955289,4243162,0,0,3620159,0,0,3432941,4434511,2943659,2573936,3141452,6608054,0,6435156,2135872
2055589,1762682,1715574,0,1647905,2709282,2249880,1576811,4835176,0,0,1980144,2018498,0,0,1705777,0,4572842,1849388,2551172,0,1730525,1639132,0,3061603,1751321,0,2712757,4505091,0,1713263,2699419,0,0,3116416,0,2412826,1747370,3066994,3695350,2097828,2305026,0,4866677,4583771,0,2262686,0,0,4693436,0,2671599,0,1706099,1654777,2,1571377,1740574,0,2100743,1775913,1868354,4360747,3914415,2052157,164,0,0,3288752,0,1868076,3983079,2242712,3826688,4676497,3524245,1788383,1632783,0,2782340,1769057,1885494,1781158,2839014,3654894,2226204,4123476,2302990,1784979,3299446,0,0,2242866,0,0,2195739,2705904,2196251,1750181,1912062,4104672,0,4643089,1555509
2042622,1547165,1731705,0,1083945,2279694,1677676,1106537,3102059,0,0,1664406,1496873,0,0,1165520,0,2973652,1655197,2292895,0,1664290,1108520,0,2256804,1764668,0,2431228,2813321,0,1747848,2314068,0,0,2331979,0,2194979,1270256,2353765,2545906,1964659,2062987,0,2996260,2963942,0,1717530,0,0,3069962,0,1363820,0,1706595,1184382,2,1046580,1281380,0,2025241,1860415,1594217,2803766,2559175,2015614,165,0,0,2455898,0,1345060,2477306,1620235,2300596,2973942,2542494,1250916,1650004,0,2301769,1253994,1604473,1501456,2280758,2063556,1628650,2686830,2140073,1772445,1783661,0,0,1641449,0,0,1688768,2388301,1641083,1271761,1878498,2514469,0,2897325,1061894
3633281,2221749,3070086,0,1612630,4490202,2275911,1417864,7931927,0,0,2290234,1993644,0,0,1847961,0,7436833,2394046,4297045,0,2423467,1711396,0,4984160,2764844,0,4438186,7317005,0,3040637,4565970,0,0,5047046,0,4044413,1697852,4885037,6451669,3519565,2141876,0,6999946,7391317,0,2316150,0,0,7448823,0,2691607,0,2578470,1497400,2,1422248,1641977,0,3527892,2991913,2246534,6044753,6571823,3505394,166,0,0,5471518,0,2091996,5494882,2281834,5090024,7717010,6120267,1981981,2442894,0,4522868,1676668,2230024,2190446,4612829,4537735,2219040,5678894,3913665,3328948,3706592,0,0,2243843,0,0,2279658,4541117,2138167,1665264,3584008,6736415,0,6433079,1512674
