station,1904-05,1905-06,1906-07,1916-17,1908-09,1915-16,1917-18,1911-12,1912-13,1918-19,1929-30,1930-31,1928-29,1919-20,1926-27,1946,1925-26,1923-24,1921-22,1932-33,1933-34,1944,1942,1949,2002,2003,2000,1992,1991,1993,1990,1994,1995,1996,1976,1977,1997,1982,1984,1985,1983,1980,1981,1978,1989,1986,1979,1987,1988,1975,1974,1973,1972,1998,1971,1999,1970,1966,1968,1967,1969,1965,1963,1958,1959,1961,1960,1962,1957,1964,1956,1955,1954,2001,2004,2005,2006,1953,1952,1951,1950,1920-21,1922-23,1924-25,1914-15,1913-14,1941,1948,1934-35,1935-36,1937-38,1938-39,1936-37,1940,1931-32,1943,1945,1927-28,1947,1910-11,1909-10,1907-08,borough
32,0,139544,599497,527959,304016,458650,458468,334020,365336,411258,1271470,1209644,1119791,476901,871832,987210,706950,596139,519960,1056340,999443,895427,962803,749989,1180671,1136316,1141916,873940,915173,888466,868531,953323,1001794,1009166,768604,769112,966058,757587,810568,783185,794442,824343,787330,809737,948183,792540,855817,890407,912421,784835,821664,809901,772443,1088445,795412,1104790,830111,907383,869460,911429,875624,1010206,981356,986480,1006924,1100461,1071856,1071745,980203,1060877,985457,961080,895231,1205409,1277294,1508374,1967720,927850,945128,753331,742607,512470,620943,615364,426958,425704,929430,848158,1012704,1046170,1027183,987636,1069206,984579,1146841,926606,919692,1043078,915184,349910,361348,239997,1
33,0,0,724732,745130,472546,646690,715505,342434,399477,726932,2164464,2205540,1971065,814221,1159648,1984523,944642,841285,800502,1945286,1983868,2294957,2021576,1672351,2403439,2492483,2451143,1564133,1571727,1581910,1459468,1701031,1803138,1859291,1217769,1168010,1915280,986789,1070640,1086600,1058881,1079424,1018476,1192446,1422218,1153891,1185570,1296226,1335717,1230085,1291301,1274080,1303450,2202960,1368194,2329470,1493161,1571469,1599585,1617600,1627743,1741051,1859525,1444727,1485717,1926065,1570156,2169627,1430064,1857896,1424776,1417778,1457334,2525111,2595743,2473850,1856137,1523809,1529681,1592754,1662474,849221,792962,852620,556006,487699,1917833,1721700,2083920,2170840,2040928,2053786,2127574,2011047,2064659,2224664,2197361,1607209,1802272,304725,290260,2167410,2
34,0,0,0,131594,8668,99677,164314,110343,100197,189902,933084,937156,805657,199686,485108,802233,401849,279531,230430,831306,825807,793755,808328,767811,857516,841087,788884,647613,612662,626580,598717,655159,689693,707984,702435,679490,697672,550113,561383,557721,572923,659075,580694,682441,671752,592329,669715,651753,667212,707370,760048,766372,817950,707090,866121,751374,920687,1011936,1022530,1046860,993644,1084481,1018005,831726,895041,958982,906496,1032200,809704,1157457,794529,753373,770711,826023,861486,944743,1179502,779830,755711,736828,764426,207835,240370,317564,81514,81876,787402,785146,830742,863185,800036,810330,848095,812093,870619,807542,782573,686960,773056,92486,82345,0,2
35,0,0,0,3279515,1981181,3424310,3473085,3037076,3115784,3423332,3600649,3510606,3538950,3333273,3455869,2937643,3453575,3734949,3709800,3286696,3277556,2744585,2972617,2533713,1589841,1628826,1684037,1230110,1271882,1313281,1228361,1350371,1410850,1441659,1104791,1049280,1442078,912149,1000503,1003371,1032744,987426,949421,1086600,1192692,1082068,1070992,1157146,1179502,1149619,1231537,1306074,1366266,1603131,1530632,1616463,1634452,1808890,1769188,1811290,1801080,2039165,2240146,1756215,1858229,2105302,1952171,2243285,1676737,2150786,1722184,1730004,1825992,1679040,1677897,1685559,1811283,2137248,2151780,2295405,2429089,3642700,3715797,3575093,3260485,3170827,2840390,2686751,3249063,3339534,3028322,3068148,3207854,2942028,3392218,2913954,2674739,3530501,2825203,2963488,2802691,0,2
36,1863387,3458050,3926758,7133429,4858316,6384894,7066572,5591902,5993088,4919377,6792918,6440237,6552896,5612975,6371858,4096023,6128560,5799600,5753502,4886242,4800404,3544230,3709042,3470762,1968176,2052134,1902834,1163023,932872,1177671,646847,1235479,1278187,1309321,1068405,1009537,1328077,899252,859930,955698,926637,998345,1025008,970732,1030994,927112,1020048,1011534,998090,1175690,1245693,1322499,1474022,968010,1635896,1625505,1776762,1964015,1923048,1955261,1920537,2213197,2359386,2230480,2242651,2249944,2303601,2433796,2339268,2303989,2536355,2530354,2514736,2049550,2165878,2259699,2297847,2822573,2867096,3107775,3317188,5837200,5638086,5859340,6113451,6278161,4007071,3744705,4626018,4563853,4338784,4241276,4537175,4222277,5807028,3610538,3766868,6773166,4004796,5277729,5299741,4426121,1
37,2641348,4905454,5343932,8752130,6233122,8191765,8727549,7253110,7789704,6650987,8751770,8230379,8555924,7725418,8671513,5885958,8576004,8280113,8008301,6323389,6193491,5060573,5013299,4669091,2295394,2488280,1941668,994269,901608,999162,742645,1084193,1240987,1245688,1259327,1111414,1326390,793735,975471,1009578,1003228,1052276,756871,1074232,1028346,934469,1118241,969666,999313,1452761,1608470,1753773,1966794,670895,2235281,1569929,2340085,2971497,2756823,2971048,2612592,3306126,3728624,3299548,3407692,3666413,3616454,3856660,3377824,3672329,3530574,3563332,3660627,2120945,2579779,2760007,2942335,4146565,4128084,4192687,4349810,8168100,7975248,8291073,7867264,8015511,5194207,5068132,6089186,6096075,5587409,5358599,5922766,5294625,7460526,5141754,5552921,9052108,5570991,6845253,6824041,5839435,1
38,2328109,4562160,4966126,6703502,5862592,6275080,6787319,6177837,6342612,5325236,8372113,8084580,8068114,6497259,7862052,6203627,7728906,7429608,6688867,6435170,6129265,5549745,5110062,4721209,3292926,3566066,3000181,1879562,1630956,1907809,1124201,1963051,1920811,1972556,1909306,1770814,2078244,1224745,1437151,1480815,1504628,1673307,1213862,1768824,1816633,1454080,1801093,1618474,1676754,2122331,2291018,2427111,2667559,1306739,2883959,2549032,3014591,3575436,3443133,3573324,3350022,3941123,4175775,3440568,3676971,4100741,3983970,4388551,3477272,4105211,3606188,3519712,3581355,3238556,3677323,3769949,4001489,4134985,4153093,4318428,4497257,6830800,6901294,7614785,6204480,6236990,5138308,5222705,6068028,5917977,5367234,5216575,5636869,5166467,7378978,5461046,6103573,8292906,5849131,5893218,6151765,5380128,1
39,1913026,3497780,4047672,7175634,5132634,6267822,7175371,5909601,6021758,7164646,8802687,8345855,8555670,8993107,8270021,6239995,8606151,9399181,8832498,6784568,6479457,5904678,5808083,5277669,3318229,3412540,3102246,2275642,1962615,2307875,1490362,2342076,2338001,2336153,2603856,2421795,2418163,1794670,2040501,2035801,2080811,2297627,1753026,2405118,2221676,2099187,2415959,2186882,2275854,2816297,3099818,3255919,3483609,1724777,3694894,2787910,3798726,4156346,4110572,4210662,4129111,4506151,4458260,3495810,3770071,4197292,4092586,4606107,3500115,4560919,3610690,3735668,3999314,3283877,3448467,3555908,3761274,4689421,4809426,5071376,5108138,9428000,9121606,8920162,5948863,6013301,5871670,5619968,6359286,6454390,5836711,5812058,6141383,5796935,7693018,5962425,6149008,8613619,6011918,5707094,5652215,4625225,1
40,398066,840312,825166,1597200,1408916,1458600,1681400,1421040,1409700,1343200,2107528,2025895,2021275,1719400,1740893,1384130,1790212,1652371,1652556,1592157,1488563,1335924,1332115,1155473,750535,786654,705817,465452,438241,461191,397661,491232,517255,533807,700562,637693,531571,391595,363588,369009,410422,524026,421620,610779,484215,406430,586491,443804,479647,764118,830237,879392,966388,266639,1030232,566354,1093171,1318537,1290814,1362871,1207915,1404915,1418578,829148,985981,1249322,1155183,1487586,842150,1473914,872882,864601,899350,757668,807763,785192,807125,1075894,1009523,1066372,1089442,1760300,1624303,1684514,1400200,1442800,1467148,1199043,1470244,1461568,1194936,1258241,1302894,1431997,1851336,1449594,1385381,1966706,1305802,1416260,1519100,1130638,1
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772323,819551,705870,395613,403941,374887,380337,401793,406311,424535,542141,502066,440148,320184,311362,326412,331021,421395,329443,496197,441579,338908,483752,376283,426615,587345,634349,661983,703004,263059,727345,583898,727028,0,355652,0,703127,0,0,0,0,0,0,0,0,0,0,0,0,781063,871935,898597,934115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,0,1383320,1713694,7036578,3848845,6254080,7782497,5142058,5575507,7433317,7975678,7339163,7161563,7667903,5514946,6737678,5809688,5874705,5999300,5757833,5632543,6781313,6291175,5731329,8991442,7179979,7227052,4955076,5074868,5061507,5738701,5048339,4898365,5038955,5601217,5729007,5349969,6733798,6783104,7137088,6698264,6431097,6819868,5961694,6608792,7792737,6455050,7895461,7363744,5696276,5931380,6254493,6805779,6231436,7403474,6594141,7660633,6295772,7475045,6878988,7826016,6413919,6265686,5193175,5963682,6233900,6275840,6213435,5791529,6581855,5755643,5884272,5908224,8620774,7012780,6701589,6515018,6020735,6219174,6069778,5470240,6961700,5918924,5758754,5730768,5731652,5647886,6269956,5443074,5696730,5724547,5513327,5848079,5520189,6345371,6674161,6715621,5349735,6688841,4576348,4367539,2668947,1
43,149840,3834115,4419024,10918824,6924415,9591792,11525687,7533607,7973638,10134523,12832881,11266606,11906045,10687590,9406073,9361720,9443476,8880419,8678000,9306718,9429080,8493282,7992143,8445679,6230074,5893108,6354350,4547294,4660593,4681603,5295398,4769971,4602964,4705062,6247210,6368448,4837739,6222806,5990003,6120840,6230103,6248713,6465011,6380422,6020130,6618967,6511296,6861761,6721761,6459842,6767443,7146405,7623573,5439330,8189086,5841008,9281392,8369106,10308712,9332391,11039343,8303888,8036743,9634253,9341600,8825788,8914748,8655781,9423076,8206067,9075040,9101506,8936725,6221822,6121749,6026435,6032347,9035434,9298435,9135700,8463485,9435100,8907177,8919507,8083711,7978878,8008320,8786678,8567809,8980730,8589009,8042869,9100685,8068320,9787575,8397753,8859849,10790316,9014565,7269907,7458830,5664029,1
44,1401282,2678445,3140291,5500860,4021685,5086936,5091583,4980328,5159709,3699180,4388935,4131830,4301243,4639284,4166301,2457184,4346707,4498381,4485878,3686673,3651051,2356409,2680932,2248778,3150686,3035949,2608415,1390788,1339060,1431385,1417286,1554528,1604058,1686606,974148,1004852,1826490,1077327,1118750,1161274,1094038,1118774,1130762,1072572,1500666,1274315,1128099,1422579,1541074,992812,1066292,1174292,1225573,2108035,1275244,2367944,1393484,1676407,1642590,1675707,1563310,1789928,1847819,2002720,2026128,1956290,2004908,1945545,2066130,1850366,2137425,2219455,2080738,2953540,3227446,3340093,3439297,2277678,2246443,2115465,2213433,4675900,4567932,4341716,5059532,5181643,2755438,2396619,3572084,3455755,2795583,2722080,3133787,2733994,3864592,2581684,2307755,4386178,2412998,4652481,4553173,3435746,1
45,2293514,4115652,4984370,8178895,5934750,7431328,7683516,6712975,7014460,5732464,6799986,6643489,6498388,7040176,6362936,4793116,6504908,6196851,6248811,6072632,6076086,4040579,4650337,4683295,6020810,5558488,5644998,4274948,4288018,4374010,4718588,4467419,4309169,4258935,2714628,2724382,4389635,3226375,3329373,3475386,3267377,3042813,3245574,2907214,4904432,3656637,3059350,4399663,4770267,2926324,3194861,3318035,3528212,4893177,3882299,5354130,4350969,4049092,4684771,4452770,4850872,4142175,3927607,3647062,3858305,3829941,3818984,3980172,3499356,4089488,3407860,3342059,3765413,6408554,5580740,5595880,5674338,3993912,4151574,4349968,4653406,6494100,6048355,6307532,6983694,7131309,4875280,4786650,5898692,5749009,5211001,5136005,5426061,5014580,6348146,4406819,4199349,6638774,4825243,6321462,6426088,5518046,1
46,3041131,5491545,6474329,11997102,8292007,10833217,10553853,9683843,10508309,7525967,8975775,9102614,8545397,8424151,8335930,7268595,8907348,9103136,8409143,8549468,8283197,6416452,7194697,8258070,8625057,8362687,7937682,5821639,5992686,5936764,6530598,6076297,5968916,6017515,6405029,6354313,6266461,5872358,5734830,5689630,5913657,6188464,6150575,6549972,6793160,5804029,6696131,6208127,6569384,6883746,7049793,7242727,7333898,7070839,7438792,7475754,7938960,8114015,8515813,8358245,8556331,8499291,8585211,8332868,8403735,8626250,8455360,8950227,8168921,8753010,8291419,8150776,7676078,8600995,8615431,8774941,8948084,8082692,8069289,7961313,8297503,8358600,8964484,8996446,10413000,10471387,7548577,7542321,8240202,8370715,8014305,7916143,8231793,8024500,9083230,6777834,6548641,8676275,7442813,9029004,9122334,7405964,1
47,1511867,2572401,3146656,8596710,4114841,7853310,7619495,5680370,6274853,5333374,8241826,8130198,7447001,6322872,6304768,6072858,6553537,7135797,6515441,6925675,7022180,5338706,6019519,5998960,6189187,6014145,6264428,4543591,4640282,4695471,5031634,4894510,4828401,4910710,4672004,4709008,5004561,4655979,4603897,4776536,4656578,5092526,4978352,5018066,5344122,5015487,5340682,5215435,5233138,4759262,4838110,5328841,5667102,5475238,5719319,5780905,5996956,5905372,6330759,6135917,6334157,6169541,5901601,6030691,5980705,6042612,6029353,6129334,6126115,6110144,6125653,6116531,6072480,6366076,6185192,6263503,6366135,6161703,6056206,5963592,6081136,6233200,7007553,7009711,6925786,6763557,6446295,6105512,6999821,7165088,6767571,6637392,7014130,6672430,7491976,5691485,5511876,7035773,6035179,5016664,4696716,3550053,1
48,1458738,2700569,3636281,10666747,4827723,9607307,9226680,6726239,7584575,5639367,9155999,9049289,9063542,6394018,7401372,6921387,6946579,6722034,6181449,7921494,7868383,6224728,6730861,6813939,8271183,8174081,8127428,5090537,5219967,5327264,5550732,5578511,5336751,5361153,4710692,4791333,5594985,4992213,5184597,5379872,5141271,5266690,5236930,5288784,5939504,5530422,5590678,5864614,6000923,4884102,5141262,5397232,5770625,6829517,6081576,7438606,6450252,6565332,6945926,6970144,6956591,6876833,6422913,6479661,6473867,6466112,6553362,6751832,6669250,6878639,6824496,6889770,6677087,8178813,8515112,8685143,8916430,6855341,6848964,6660493,6786641,6341200,6510498,6548747,8712910,8177755,7030150,6686832,7781567,7993364,7895528,7753405,8317787,7681734,8395887,6501265,6476801,8491298,6727057,5808714,5227362,4331491,1
49,0,0,0,0,0,0,0,0,0,1933693,5442423,5540160,4977472,3217034,4460631,5314424,4441416,3966200,3490750,5464751,5612685,4942645,5172106,5507881,9740347,9746974,9762139,6997501,6981518,7330981,6866104,7806487,7731940,7802626,6266830,6259616,7912727,6124985,6240475,6551881,6130167,6500140,6426263,6526700,7520235,6751349,6790937,7240592,7665312,6671766,6847903,7008999,7160787,9023059,7241918,9489933,7051560,7275207,7720373,7571675,7736087,7555761,7167646,6020594,6193561,6733955,6371787,7341741,5924938,7444627,5836980,5369149,5220876,9837416,9889160,9824037,10141574,5617899,5333079,5315725,5445081,3385600,3587663,4277105,0,0,5420086,5466818,5571797,5525963,4819798,4649980,4945094,5044335,5346825,5226614,5149155,4811408,5454222,0,0,0,1
50,0,0,0,0,0,0,0,0,0,2651266,6407213,6382489,6031534,4461016,5384563,5350836,5364603,5228988,4652536,5953289,5958068,4966015,5415202,5044967,9526763,9512425,9761919,6668914,6629984,7025388,6500038,7470320,7548976,7880116,5740275,5869730,7950389,6025581,5874707,5868656,6002272,6314100,6263308,6385132,6654166,6091085,6660144,6618299,6847099,5909135,5994679,5973456,6142782,8793602,6274648,9077649,6491564,6342432,6832320,6732075,7058813,6552238,5892386,4779877,4885421,5226959,5052377,5787025,4740396,6351284,4845098,4746835,4713235,9591457,9824355,9842233,10370584,5128966,4896093,4894178,4956115,4543293,4844248,5292905,0,0,5544634,5213176,5802549,5895747,5442036,5263704,5583050,5473613,6133987,5305658,5189246,5819710,5338400,0,0,0,1
51,0,0,0,0,0,0,0,0,0,5671135,14373373,14578925,13589696,9286947,12190434,11811343,11824547,11267689,10266701,13281435,13365009,10733852,11019218,10152366,16771535,16734953,16898144,11921638,11413624,12652724,11655372,13506341,13687059,14119621,9610425,9831261,14204962,10844367,10837960,11008001,10939414,10557304,11028954,10578320,11862284,11448951,10882228,11854766,12036254,9683447,9642467,9467660,9513788,15436360,9049524,16164877,9286972,9412193,10068451,9924403,10204555,9924773,9576672,9454089,9362862,9276736,9415145,9781550,9410784,10033877,9649188,9548297,9606306,16996098,17601427,17962809,17927054,10202415,10034418,9767277,9983168,10164200,10516093,11406920,0,0,11410863,10953906,13058822,12979614,12006682,11562437,12401398,11601758,13920622,11033007,11136516,13288919,11549799,0,0,0,1
52,0,0,0,0,0,0,0,0,0,2629363,5599460,5652853,5351982,4210663,4905323,4381162,4932792,4802108,4268243,4925540,4829019,3949770,4183613,4020920,6538683,6474437,6481299,4266310,3972834,4568676,4078567,4845141,5023628,5123657,3053306,3061610,5140603,3177832,3194821,3342228,3162168,3220584,3314521,3235249,4284025,3539862,3335169,4019550,4165037,3228893,3349884,3322788,3416412,5860764,3514326,6106845,3629582,3679549,3921046,3832076,4020604,3932934,3883817,3770933,3783449,3863823,3851992,4022741,3882079,3976246,3969597,3784835,3663696,6497773,6629644,6602638,6956287,4252765,4191240,4109644,3988390,4099979,4441443,4825392,0,0,4291049,4242489,4699148,4761796,4403274,4329085,4591583,4393745,5304292,4192420,4075064,5220825,4358005,0,0,0,1
53,0,0,0,0,0,0,0,0,0,2992313,6411605,6316892,6254180,4913556,5913747,5268951,6092622,6099105,5593887,5484457,5372356,4335450,4950061,5163964,4008806,3955597,4024595,2644820,2367004,2770724,2401969,2952790,2939697,2971916,2668491,2612922,3061250,2317587,2237060,2275938,2375910,2486105,2441044,2640850,2671584,2311314,2649519,2422292,2497152,2874287,3033084,3107039,3220927,3598220,3297342,3816772,3516167,4051781,3930811,4025856,3923848,4361596,4516909,4362214,4416948,4433521,4445533,4671229,4252022,4457836,4359431,4226444,4176899,3999075,4022155,4056119,4280165,4904958,5118527,5091276,5119154,5403100,5758389,6020252,0,0,4954793,5370412,5137538,5054217,4694804,4596539,4968306,4741086,5963101,4727632,4469307,6201951,5559742,0,0,0,1
54,0,0,0,0,0,0,0,0,0,3288299,5821867,5736324,5696789,4944365,5556785,4546264,5618575,5516942,5092535,4727219,4589344,3612711,4010555,4643876,3070608,3021190,2775087,1980432,1779094,1936076,1699200,2086189,2003682,2085578,2187109,2065443,2150663,1776808,1794829,1905192,1842476,1921735,1912964,2047189,2039640,1957325,2052376,2087102,2031757,2334990,2333146,2431437,2515832,2728321,2670445,2635497,2855383,3361574,3237467,3354789,3172933,3589477,3460078,3918161,3771484,3339010,3583954,3429988,4200592,3581820,4473860,4410012,4339512,2990257,3127420,3195159,3385424,4728015,4742054,4518764,4542673,5221800,5211000,5504687,0,0,4049248,4974984,4276081,4304841,4078198,3892968,4291743,3983168,5279306,3829366,3839130,5698350,4971484,0,0,0,1
55,0,0,0,0,0,0,0,0,0,3620934,7116700,6777681,6969119,5544236,6652594,5320838,5758723,6556949,6000649,5523844,5290227,4872140,5038460,5018992,4051653,3992506,3825716,2145515,2003693,2212351,1902822,2388411,2428878,2399269,2478155,2362751,2426466,1969089,1944937,2027945,2020265,2202341,2126923,2359568,2255972,2081217,2385013,2175168,2224531,2769488,3021670,3186495,3370177,3196229,3613467,3411232,3818556,4355951,4264745,4314660,4326029,4721899,4865131,4654380,4700787,4767564,4731097,4947048,4850730,4815095,4890327,4880102,4726973,3983617,4115260,4211583,4451923,5122576,5059134,4881371,4940843,5873800,6216073,6582598,0,0,4942876,5289164,5047259,5198993,4842501,4764344,5182223,4854734,6108850,5107670,4991804,6943084,5439805,0,0,0,1
56,0,0,0,0,0,0,0,0,0,5027658,10997158,10734527,10780103,7915969,10302066,8221059,9661464,9926109,8988347,8842482,8494740,7008148,7541842,7664113,7003634,7043695,5963607,3333146,3120983,3503690,2448586,3770635,3904323,3910142,3099248,3021443,4073771,3157435,3112750,3346704,3144703,3148399,3360892,3120653,3516192,3418631,3280964,3557435,3423298,3388835,3441426,3556900,3802119,5409808,4101227,5521050,4494131,5274096,5183672,5244801,5171699,5821107,6184400,6510199,6735076,6439010,6649838,6542132,6532490,6048051,6454707,6404159,6606865,6440074,7382846,7563786,7768381,7344545,7620792,7310918,7427492,9162200,9210143,9502363,0,0,7485157,8378155,8031191,8023405,7954546,7826405,8110775,7576129,9999278,7403473,7282189,10721517,8578403,0,0,0,1
57,0,0,0,0,0,0,0,0,0,619034,1673468,1609209,1704266,890678,1730485,978326,1725511,1440829,1072799,1448438,1339783,857271,1014499,986886,739438,742377,669111,349867,345076,377535,373806,393731,380121,394694,450602,438891,445668,403863,372232,387549,386340,393096,441376,452070,371740,381450,444611,383646,387199,501323,502568,526499,544049,642976,561753,657318,596512,694256,657886,686385,657185,699443,719615,833426,676492,713138,658943,769762,775001,739679,770063,796267,820259,695696,732203,744596,764138,901012,922996,880874,935522,1006980,1262564,1544294,0,0,1042701,1051330,1319730,1312447,1200565,1083062,1323086,1048377,1564999,916002,860658,1724203,1023627,0,0,0,2
58,0,0,0,12000,0,0,302800,0,0,1415911,8367461,8044134,7940078,1946500,6468110,3051122,5480484,3779991,2179500,7428572,5723239,2944495,3291242,2705529,2552792,2463162,2287301,1526342,1525023,1595198,1486480,1637665,1722436,1769401,1762969,1557695,1753767,1211746,1241010,1463303,1265081,1377963,1308655,1552066,1613079,1514503,1550031,1635606,1606128,1925361,2056562,2130231,2236587,2040036,2247407,2094809,2231826,1962653,2166547,2095948,2304032,2016771,1922213,1883679,1911201,1904757,1903134,1965166,1892221,2019638,1933309,1969579,2054614,2375002,1899131,2467387,2640679,2227463,2326493,2459347,2620039,2169100,2794163,4325484,0,0,3510496,2822030,5497850,5336857,4958404,4776504,5188853,4272091,7677430,3119568,2926540,7367094,2953153,0,0,0,2
